,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
60,P166373,South Asia,PE,Program-for-Results Financing,N,Active,Tamil Nadu Health System Reform Program,"287,000,000",Government of India,"Department of Health and Family Welfare, Government of Tamil Nadu, Department of Finance",82602,,2019-03-19T00:00:00Z,5/31/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P166373,0,"287,000,000","5,515,000,000",Active,L,Y,P4R,"{'cdata!': 'The development objective of the Tamil Nadu Health System Reform Program Project for India is to improve quality of care, strengthen management of non‐communicable diseases and injuries, and reduce inequities in reproductive and child health services in Tamil Nadu.The proposed Program contributes to the attainment of Sustainable Development Goal (SDG) 3 and the Health, Nutrition and Population Global Practice goal of ending preventable deaths and disability through Universal Health Coverage (UHC).The Government wants to enhance efficiency, effectiveness, and impact of its current health sector program, and using a Program‐for‐Results (PforR) instrument to support the proposed TNHSRP will provide a much greater focus on outputs and outcomes through better alignment of expenditures and incentives with results.As outlined in Vision 2023, this involves strengthening primary and secondary care centers and upgrading tertiary care hospitals. A special focus is given to Noncommunicable Disease (NCDs) using a two‐pronged strategy: (a) preventing NCDs through population‐based interventions to raise awareness and induce lifestyle changes and (b) improving the capacity for early screening, diagnosis, treatment, and follow‐up in health facilities.The Program has three key result areas with a combination of both technical interventions specific to each result area and cross‐cutting interventions that contribute to achieving results across the three result areas. These cross‐cutting interventions aim to strengthen institutions and state capacity and expected outputs or intermediate results in the Program theory of change.The first result area is recognizing that there is no single silver bullet in quality of care, the Program embraces a multipronged approach to quality improvement.The second result area focuses on enhancing the management of NCDs, associated risk factors and injuries.The third result area focus will be maintained in nine priority districts, which constitute the bottom quintile of the Reproductive and Child Health (RCH) indicators in the state and have a relatively large proportion of tribal populations.'}"
61,P166923,South Asia,PE,Investment Project Financing,N,Active,Uttarakhand Public Financial Management Strengthening Project,"31,580,000",India,"Finance Department, Government of Uttarakhand",82602,639291,2019-03-07T00:00:00Z,6/30/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P166923,0,"31,580,000","39,450,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of Uttarakhand Public Financial Management (PFM) Strengthening Project for India is to enhance accountability in public finances and increase effectiveness of revenue management systems in Uttarakhand. This project has four components. 1) The first component, Strengthening the Public Financial Management Functions, aims to  support strengthening of PFM institutional framework and systems and improve capacity in the areas of cash and debt management, public audit, planning, budgeting, and capital expenditure management, public procurement, and support measures to improve transparency of budget and procurement information. 2) The second component, Strengthening Revenue Management Systems, aims  to finance activities that will enhance OSR through a combination of policy measures, improving efficiency of tax administration in key revenue‐generating departments or agencies (excise, tourism, and ULBs) by strengthening institutional capacities and enhancing eservices for taxpayers to facilitate better compliance. 3) The third component, Strengthening PFM in Urban Local Bodies and State‐Owned Enterprises, aims to support strengthening PFM and improving accountability in Urban Local Bodies (ULBs) and selected State‐Owned Enterprises (SOEs) by strengthening accounting, financial reporting, and oversight. 4) The fourth component, Project Management and Monitoring and Evaluation, aims to support costs on implementation, coordination, monitoring, and evaluation.'}"
62,P166977,South Asia,PE,Investment Project Financing,Y,Closed,Dam Rehabilitation & Improvement Project - Restructuring and Additional Financing,"137,000,000","Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under Minsitry of Water Resources, River Development and Ganga Rejuvenation, Karnataka Water Resources Development Organisation, Department of Economic Affairs, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department","Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under the Ministry of Water Resources, Karnataka Water Resources Development Organisation, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department",82602,639291,2019-02-28T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P166977,0,"137,000,000","206,000,000",Closed,L,Y,IPF,
63,P164058,South Asia,PE,Investment Project Financing,Y,Active,Uttarakhand Disaster Recovery Project Additional Financing,"96,000,000",The Republic of India,"Government of Uttarakhand, Uttarakhand State Disaster Management Authority, Government of Uttarakhand",82602,639291,2019-02-21T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P164058,0,"96,000,000","125,000,000",Active,L,Y,IPF,
64,P166578,South Asia,PE,Program-for-Results Financing,N,Active,Chhattisgarh Public Financial Management and Accountability Program,"25,200,000",India,"Finance Department, Government of Chhattisgarh",82602,,2019-02-21T00:00:00Z,3/31/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P166578,0,"25,200,000","36,040,000",Active,L,Y,P4R,"{'cdata!': 'The objective of the Chhattisgarh Public Financial Management and Accountability Program Project is to: improve accountability in the management of public finances; strengthen revenue administration; and improve efficiency in delivery of benefits in selected schemes, in the state of Chhattisgarh. India is among the world’s fastest growing economies and has made remarkable progress in poverty reduction and human development. Wide-ranging and ongoing macroeconomic, fiscal, tax and business environment reforms have enabled rapid growth. Already the third largest economy in the world in purchasing parity terms, the country is expected to grow at over 7 percent a year in coming years. Over the past thirty years, per capita incomes quadrupled, poverty retreated, illiteracy rates dropped, and health-related statistics improved. India’s extreme poverty rate halved from 46 percent to 21 percent in the two decades up to 2011. While growth in India has been impressive, it needs to be equally shared; India faces social, institutional and policy challenges. To meet the development goals, India needs to adapt its institutions to improve public sector performance and deliver services effectively to its citizens. Improvements in service delivery requires improvements in accountability, efficiency, and effectiveness along the chain from inputs to outcomes. Competition between states is part of a new dynamic to incentivize change, using funding to hold states accountable for progress based upon their own priorities. India has a federal, three-tier structure of Government comprising the national or Union level; states; and districts. The fiscal relationship between the Union and the States is reflected in revenue sharing, devolution of central taxes and assistance in the form of grants. Recent policy level changes at the Union level, have increased the share of Union resources devolved to the states, reduced the share of resources through tied transfers under Centrally Sponsored Schemes (CSS) and introduced a Goods and Service Tax (GST) that is expected to contribute to growth in state revenues. In the medium term, increases in untied resources are expected to result in states managing nearly 60 percent of total public expenditure. The move toward increased expenditure flexibility for states presents both an opportunity and challenge. The opportunity lies in the greater freedom to align local development needs and priorities with the resources available. The challenge lies in the development of robust public financial management systems that can allocate and deliver resources in line with policy priorities.'}"
65,P167246,South Asia,PE,Development Policy Lending,N,Closed,Shimla Water Supply and Sewerage Service Delivery Reform Programmatic Development Policy Loan 1,"40,000,000",Republic of India,"Urban Development Department, Government of Himachal Pradesh",82602,639293,2019-01-16T00:00:00Z,10/31/2020 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P167246,0,"40,000,000","40,000,000",Closed,L,Y,DPL,"{'cdata!': 'The development objective of Shimla Water Supply and Sewerage Service Delivery Reform First Programmatic Development Policy Loan (DPL) Project for India is to support the government of Himachal Pradesh (GoHP) in its policy and institutional development program for improving water supply and sewerage services that are financially sustainable and managed by an accountable institution responsive to its customers. This DPL, the first of three, supports the implementation of the GoHP’s medium-term program for improving Water Supply and Sewerage (WSS) services, starting with the Greater Shimla Area. This marks a departure from the traditional short-term crisis handling approach of the past in Himachal Pradesh’s Water Supply and Sewerage WSS sector. To achieve the Project Development Objective (PDO), the operation supports three key pillars of the government program: (i) Improving governance, managerial and financial autonomy; (ii) Increasing the efficiency of WSS operations; (iii) Increasing customer orientation and accountability, complemented by a cross-cutting capacity building effort. This program is consistent with the World Bank Group’s Country Partnership Framework (CPF) FY18-22. The CPF focuses on a more resource-efficient growth path for India, in which improving living conditions and sustainability of cities through improving water systems is a direct contributor. The program directly contributes to the World Bank Group’s twin goals of ending extreme poverty and promoting shared prosperity. This DPL is supporting public sector reforms, including improving operational and financial sustainability of services through an autonomous and accountable WSS Company and thus strengthening the capacity of Shimla Municipal Corporation (SMC) and GoHP to improve services. This will improve the credit-worthiness of Shimla Jal Prabandhan Nigam Limited (SJPNL) and enhance the chances of future private financing.'}"
66,P158502,South Asia,PE,Investment Project Financing,N,Active,Jharkhand Municipal Development Project,"147,000,000",India,"Urban Development and Housing Department, Government of Jharkhand",82602,639291,2018-12-12T00:00:00Z,10/31/2025 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P158502,0,"147,000,000","300,000,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of Jharkhand Municipal Development Project for India is to provide improved access to basic urban services and management capacity in participating Urban Local Bodies (ULBs) in Jharkhand. This project has three components. 1) The first component, Urban Infrastructure Improvement, aims to (i) finance selected subprojects of participating ULBs covering; and (ii) building Jharkhand Urban Infrastructure Development Company (JUIDCO’s) institutional capacities to prepare subprojects and set up standardized Operation and Maintenance (O and M) support mechanisms to the participating ULBs. 2) The second component, Institutional Development, aims to finance (a) capacity building of all ULBs in Jharkhand, including targeting the new municipal cadre inducted by the Urban Development and Housing Department (UDHD); (b) strengthening of the revenue base of ULBs and institutionalizing sound public FM systems in the participating ULBs so as to ensure sustainability of assets setup under the project and (c) building of project-associated state-level urban institutions’ institutional capacities. It has the following subcomponents: (i) Strengthening ULB Revenue Base and Public Financial Management Systems; and (ii) Policy and Institutional Support to State. 3) The third component, Project Management and Implementation Support, aims to finance (a) project management, construction supervision, and implementation support to JUIDCO, specific implementing agencies (SIAs), the State Urban Development Authority (SUDA), and ULBs; (b) preparation of priority Detailed Project Reports (DPRs); and (c) incremental operating costs of JUIDCO, SIAs, and or SUDA, including equipment.'}"
67,P160463,South Asia,PE,Investment Project Financing,N,Active,AP Integrated Irrigation & Agriculture Transformation Project,"172,200,000",Republic of India,Government of Andhra Pradesh,82602,639291,2018-10-23T00:00:00Z,10/31/2025 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P160463,0,"172,200,000","245,800,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of Andhra Pradesh Integrated Irrigation and Agriculture Transformation Project for India is to enhance agricultural productivity, profitability and climate resilience of smallholder farmers in selected districts of Andhra Pradesh. This project has four components. 1) The first component, Improving Irrigated Agriculture Efficiency, aims to enhance the water security of individual farms so as to reduce the risks associated with climate variability. It has the following three subcomponents: (i) Institutional Strengthening and Capacity Building of Water User Associations (WUAs); (ii) Rehabilitation and Modernization of the Small-Scale Community-Based Irrigation (SSCBI) Systems; and (iii) Improving Water Productivity and Efficiency. 2) The second component, Promoting Climate-Smart Agricultural Practices, aims to increase on-farm productivity and strengthen farmers’ resilience to climate change.  It has the following two subcomponents: (i) Support to Climate-Smart Crop Production and Diversification; and (ii) Support to Climate-Smart Aquaculture. 3) The third component, Post-harvest Management, Market and Agribusiness Promotion, aims to enhance the profitability of farmers, both men and women, by improving access to markets and capacity to add value to what they produce. 4) The fourth component, Project Management and Capacity Building, aims to support incremental operational costs, monitoring and evaluation (M and E) and impact assessments, financial management, communication, customized Technical assistance (TA), and any special thematic studies identified in the course of the project.'}"
68,P162086,South Asia,PE,Investment Project Financing,N,Active,Jharkhand Power System Improvement Project,"310,000,000",Government of India,"Jharkhand Urja Sancharan Nigam Ltd., Jharkhand Bijli Vitran Nigam Ltd.",82602,639291,2018-10-01T00:00:00Z,5/31/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P162086,0,"310,000,000","465,200,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of the Jharkhand Power System Improvement Project for India are to increase the transmission capacity of electricity network in the state of Jharkhand and strengthen the institutional capacity of state-owned power transmission and distribution utilities. It has three components. First component, Intra-state transmission system strengthening will support the state transmission utility, Jharkhand Urja Sancharan Nigam Limited (JUSNL), in making priority investments in the following two areas: a) Construction of new substations and associated transmission lines, and b) Strengthening scheduling, dispatch and communication systems; Second component, Technical assistance for institutional development and capacity building of JUSNL will continue to build upon the institutional development activities undertaken during project preparation and support implementation of following key activities: a) Improving the organization structure and Delegation of Financial Powers (DoFP), b) Strengthening the project planning, procurement and contract management practices, c) Strengthening FM framework, d) Automating internal business functions like inventory management, payroll management, human resource management etc., e) Appointing Project Management Consultants (PMC) to assist in supervising and monitoring sub-projects under Component 1 of the project; f) Building staff capacity through training, workshops, knowledge exchange visits etc.;  Third component, Improving operational efficiency and developing institutional capacity of Jharkhand Bijli Vitran Nigam Limited (JBVNL) build upon the institutional development activities undertaken during project preparation and support implementation of JBVNL’s action plan to reduce Aggregate Technical and Commercial (AT&C) losses, improve revenue management systems and reduce power procurement costs through following activities: a) Smart metering for high value and urban consumers, b) Upgrading the commercial IT systems and processes related to billing, collection and customer relationship management, and c) Technical assistance for capacity building of JBVNL.'}"
69,P159669,South Asia,PE,Development Policy Lending,N,Closed,Second Programmatic Electricity Distribution Reform DPL for Rajasthan,"250,000,000","Department of Economic Affairs, Ministry of Finance","Ajmer, Jaipur and Jodhpur DISCOMs, Energy Department, Government of Rajasthan",82602,639293,2018-07-05T00:00:00Z,10/31/2019 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P159669,0,"250,000,000","250,000,000",Closed,L,Y,DPL,"{'cdata!': 'The development objective of Second Programmatic Electricity Distribution Reform Development Policy Loan for Rajasthan for India are to support the turnaround of the electricity distribution sector in Rajasthan, by (a) strengthening the governance framework, (b) enhancing policies to restructure its finances, and (c) improving its operational performance. This operation is the second in a series of two Development Policy Loans (DPLs) that supports the Government of Rajasthan (GoR)’s program for the turnaround of the distribution sector in Rajasthan under the 24x7 Power for All (PFA) program. The World Bank has recently also prepared a Rajasthan-Inclusive and Sustained Growth Report, which confirms the importance of freeing up resources from power sector subsidies toward higher priority spending on human and physical capital accumulation.'}"
70,P154525,South Asia,PE,Investment Project Financing,N,Active,Uttarakhand Workforce Development Project,"74,000,000",Republic of India,Government of Uttarakhand,82602,639291,2018-06-19T00:00:00Z,6/30/2023 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P154525,0,"74,000,000","92,500,000",Active,L,Y,IPF,"{'cdata!': 'The development objectives of Uttarakhand Workforce Development Project for India are to improve the quality and relevance of training at priority Industrial Training Institutes (ITIs) and to increase the number of labor-market-relevant workers through short-term training in Uttarakhand. This project has three components. 1) The first component, Improving the Quality and Relevance of ITI Training, aims to (a) improve the delivery of labor-market-relevant training and (b) increase the number of graduates in labor-market- relevant trades from the ITI system. It ahs the following subcomponents: (i) Comprehensive improvement of quality and relevance of priority It is; (ii) Professional development of ITI teachers and staff; (iii) Strengthening industry linkages; and (iv) Institutional capacity development of the skills development system. 2) The second component, Increasing the number of Skilled Workers through Short-term Training, aims to increase the number of workers in the labor market who have been trained under nationally recognized market-relevant trades compliant with the National Skills Qualifications Framework (NSQF) through short-term training conducted by the Skills Development Mission (SDM). 3) The third component, Policy and Institutional Development and Project Management, consists of technical assistance (TA) and institutional capacity development activities to support the designing and implementation of Components 1 and 2 activities and to enhance the administrative capacity of the GoUK’s skills, including the Department of Skill Development and Employment (DSDE), and the overall skills sector profile. It has the following subcomponents: (i) Technical assistance for institutional strengthening; and (ii) Monitoring and evaluation (M and E) and project management.'}"
71,P158119,South Asia,PE,Program-for-Results Financing,N,Active,Atal Bhujal Yojana (Abhy)-National Groundwater Management Improvement,"450,000,000","Department of Economic Affairs, Ministry of Finance, Government of India","The Department of Water Resources, Ganga Rejuvenation and River Development, Ministry of Jal Shakti",82602,,2018-06-05T00:00:00Z,9/28/2025 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P158119,0,"450,000,000","1,000,000,000",Active,L,Y,P4R,"{'cdata!': 'The development objective of Atal Bhujal Yojana (ABHY) - National Groundwater Management Improvement Program for India is to improve the management of groundwater resources in selected states. The activities under the program are mapped to the two results areas. Activities under Results Area 1 will focus on : (a) introducing bottom‐up planning of groundwater interventions through community‐led Water Security Plan (WSPs); (b) improving government spending through the planning process; and (c) implementing participatory groundwater management, including both supply and demand side measures. Results Area 2 focuses on building institutional capacity at all levels, including improving groundwater information and making it publicly accessible. Results Area 2 also focuses on strengthening the results‐based culture for groundwater management within the Government of India (GoI) by improving output and outcome Monitoring and Evaluation (M and E).'}"
72,P165402,South Asia,PE,Investment Project Financing,Y,Closed,Additional Financing for PMGSY Rural Roads Project,"500,000,000","The Republic of India, National Rural Roads Development Agency, Ministry of Rural Development",National Rural Road Development Agency,82602,639291,2018-05-25T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P165402,0,"500,000,000","1,000,000,000",Closed,L,Y,IPF,
73,P162849,South Asia,PE,Program-for-Results Financing,N,Active,India Energy Efficiency Scale-up Program,"220,000,000",Energy Efficiency Services Limited (EESL),Energy Efficiency Services Limited (EESL),82602,,2018-05-17T00:00:00Z,9/30/2023 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P162849,0,"220,000,000","1,348,000,000",Active,L,Y,P4R,"{'cdata!': ""The development objective of Energy Efficiency Scale-up Program Project for India are to scale up energy savings in residential and public sectors, strengthen Energy Efficiency Services Limited's (EESL) institutional capacity, and enhance its access to commercial financing. The Program consists of the following activities for FY 2018-2022, in EESL’s overall corporate investments program: Results Area 1) Energy Savings and Energy Efficiency (EE) Market Transformation in the Residential Sector, aims to Scaling-up EE delivery in the residential sector under the Unnat Jyoti by Affordable Light Emitting Diode (LEDs) for All (UJALA) Program, focusing on LED bulbs, tube lights and ceiling fans; Results Area 2) Energy Savings and EE Market Transformation in Public Street Lighting, aims at delivering investments in EE public street lighting, under the SLNP Program; Results Area 3) Development of Sustainable Business Models in new EE Market Segments, aims at supporting up-stream program development and incorporation of technical, environmental and social sustainability elements into the design of the new initiatives, such as air-conditioning, agriculture demand side management and Buildings EE Program, which require additional preparatory work before sustainable scale-up; but expressly excluding the actual capital investments for such new initiatives; and Results Area 4) Institutional Strengthening for Sustainable EE Scale-Up, aims at strengthening and developing the institutional capacity of the Borrower, especially with respect to financial, technical, managerial, procurement, environmental and social capacity and practices.""}"
74,P165488,South Asia,GU,Investment Project Financing,N,Closed,India Energy Efficiency Scale-Up Program Guarantee,"80,000,000",,,82602,639291,2018-05-17T00:00:00Z,3/31/2022 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P165488,0,"80,000,000","1,348,000,000",Closed,L,Y,IPF,"{'cdata!': ""The development objective of Energy Efficiency Scale-up Program Project for India are to scale up energy savings in residential and public sectors, strengthen Energy Efficiency Services Limited's (EESL) institutional capacity, and enhance its access to commercial financing. The Program consists of the following activities for FY 2018-2022, in EESL’s overall corporate investments program: Results Area 1) Energy Savings and Energy Efficiency (EE) Market Transformation in the Residential Sector, aims to Scaling-up EE delivery in the residential sector under the Unnat Jyoti by Affordable Light Emitting Diode (LEDs) for All (UJALA) Program, focusing on LED bulbs, tube lights and ceiling fans; Results Area 2) Energy Savings and EE Market Transformation in Public Street Lighting, aims at delivering investments in EE public street lighting, under the SLNP Program; Results Area 3) Development of Sustainable Business Models in new EE Market Segments, aims at supporting up-stream program development and incorporation of technical, environmental and social sustainability elements into the design of the new initiatives, such as air-conditioning, agriculture demand side management and Buildings EE Program, which require additional preparatory work before sustainable scale-up; but expressly excluding the actual capital investments for such new initiatives; and Results Area 4) Institutional Strengthening for Sustainable EE Scale-Up, aims at strengthening and developing the institutional capacity of the Borrower, especially with respect to financial, technical, managerial, procurement, environmental and social capacity and practices.""}"
75,P156869,South Asia,PE,Investment Project Financing,N,Active,Strengthening Public Financial Management in Rajasthan,"21,700,000",India,Department of Economic Affairs (MOF),82602,639291,2018-05-01T00:00:00Z,3/31/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P156869,0,"21,700,000","31,000,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of the Strengthening public financial management in Rajasthan Project for India is to contribute to improved budget execution, enhanced accountability, and greater efficiency in revenue administration in Government of Rajasthan. It has three project component. (a) Strengthening public financial management framework will support the GoR’s efforts in enhancing effectiveness of local and internal audit institutions, strengthening planning and management of public investments, strengthening DPP, and leveraging data to inform policy action. It has two sub-component, i) strengthening effectiveness of the state’s audit institutions; ii) strengthening planning, management, and monitoring of capital expenditures or projects in Rajasthan; (iii) strengthening decentralized participative planning (DPP) in Rajasthan; and (iv) using data for policy action; b) Strengthening expenditure and revenue systems is to support the GoR in strengthening revenue and expenditure systems through capacity building and improvements in IT.This component has two complementary parts: TA and DLI-based financing. It has four sub-component, (i) Capacity building on rajasthan transparency in public procurement act and rules; (ii) Strengthening cash and debt management; (iii) Strengthening commitment control and contract management; and (iv) Strengthening revenue systems and capacity building; c) Project management and capacity building seeks to provide continued institutional arrangements and coordination for managing and overseeing the implementation of the project and flexibility in implementation arrangements.'}"
76,P166745,South Asia,PE,Investment Project Financing,Y,Active,National Rural Economic Transformation Project ( Additional Financing to National Rural Livelihoods Project ),"250,000,000",DEA,"Ministry of Rural Development, National Rural Livelihood Promotion Society",82602,639291,2018-04-26T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P166745,0,"250,000,000","500,000,000",Active,L,Y,IPF,
77,P165493,South Asia,PE,Investment Project Financing,Y,Closed,National Nutrition Mission (also known as ICDS Systems Strengthening and Nutrition Improvement Project: Additional Financing),"200,000,000",Republic of India,Ministry of Women and Child Development,82602,639291,2018-03-30T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P165493,0,"200,000,000","400,000,000",Closed,L,Y,IPF,
78,P157054,South Asia,PE,Investment Project Financing,N,Active,Madhya Pradesh Rural Connectivity project,"210,000,000",Republic of India,"Government of Madhya Pradesh, Madhya Pradesh Rural Road Development Authority",82602,639291,2018-03-14T00:00:00Z,3/15/2023 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P157054,0,"210,000,000","502,000,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of the Madhya Pradesh Rural Connectivity Project for India is to improve durability and enhance resilience to climate changes of the gravel surfaced rural roads in Madhya Pradesh while building the capacity of the state to manage its rural road network and road safety. This project has four components. First component, road upgrading, construction, and maintenance. This component divides into two sub-component, (i) surface sealing of gravel roads, sealing the surface of eligible existing gravel surfaced roads developed under Chief Minister’s Gram Sadak Yojana (CMGSY) using conventional Bituminous (BT) and other alternative options, piloting post construction maintenance through women self-help groups (SHG) in selected districts, providing SHGs with road maintenance training and hand tools; and (ii) provision of alternative connectivity, providing additional links to eligible villages which are already connected by a single road link but critically require additional connectivity to respond to the growing demand to link to more social, economic and administrative centers;  Second component, institutional development. This component divides into two sub-component,(i)  rural road asset management system, defining the system requirements and terms of reference (overall system architecture, data collection and analytical modules) and then procuring a road asset management system or such element required to upgrade the existing system, as needed to encompass the establishment of a complete inventory of the road network with all its elements, the current condition and performance of the road network, an estimate of the value of the asset, a forecast of future demand of traffic and service needs, an estimate of the maintenance needs and cost, a prioritization of the quality and performance objectives, funding scenarios for the regular and timely maintenance and upgrade of the road asset, the definition of a strategy for the maintenance of rural roads and its implementation; (ii) strengthening design and research and quality assurance capacity of Madhya Pradesh Rural Road Development Authority (MPRRDA). Supporting MPRRDA’s capacity by: (a) strengthening its design and research unit; (b) training design staff to enable them to do in-house design to support the field units and review consultants designs; (c) reviewing and updating the current rural road design standards and technical specifications; (d) reinforcing field laboratories in selected districts and training staff on laboratory and field tests; and (e) organizing study tours to share good examples of rural road design and research in India and abroad; Third component, road safety management capacity development.  It has two sub-component, (i) road accident data management system and (ii) pilot comprehensive road safety program; Fourth component, design, implementation and management support, providing overall support to MPRRDA with respect to Project management, construction supervision and quality control and technical and financing audits, including by preparing cost effective, climate resilient engineering designs and related surveys and investigations; carrying out construction supervision of civil works and quality control; implementing independent monitoring of quality of design and works and contract compliance; and carrying out independent monitoring and assessments of safeguards, user satisfaction survey, compliance and the achievement of the Project outcomes.'}"
79,P157836,South Asia,PE,Investment Project Financing,N,Active,Meghalaya Community-led Landscapes Management Project,"48,000,000",INDIA,Government of Meghalaya,82602,639291,2018-03-13T00:00:00Z,6/30/2023 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P157836,0,"48,000,000","60,000,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of the Meghalaya Community-Led Landscapes Management Project for India is to strengthen community-led landscapes management in selected landscapes in the state of Meghalaya. There are three components. First component, Strengthening Knowledge and Capacity for Natural Resource Management (NRM) objective of this component is to enable the development, assimilation, analysis, and dissemination of knowledge and skills to improve landscape management within the state. This component will comprise the following subcomponents. a) promotion of traditional knowledge, grass-root innovations, and communication; b) training and capacity building; c) preparation of strategies, research, and development; and d) monitoring, learning, and reporting (IBRD Financing; Second component, Community-led landscape planning and implementation will support both planning and implementation of the landscape plans by communities in the selected very high/high priority areas. It has three sub-component, a) preparation of community landscape plans; b) implementation of community landscape plans and implementation support; and c) implementation Support to community landscape planning and implementation; Third component, project management and governance will support the strengthening of the institutional capacity and knowledge management of the project implementing entity, Meghalaya Basin Management Agency (MBMA), for the implementation and management of the project including, among others, (a) establishment of the State Project Management Unit (SPMU) within the MBMA and support to seven District Project Management Unit (DPMUs), including technical staff and consultants; (b) the incremental costs associated with implementation; (c) administrative support to 20 Block Project Management Unit (BPMUs); and (d) technical fiduciary and safeguards oversight and supervision of project activities in the field.'}"
80,P160408,South Asia,PE,Investment Project Financing,N,Active,Maharashtra Project on Climate Resilient Agriculture,"420,000,000",Republic of India,"Department of Agriculture, Government of Maharashtra",82602,639291,2018-02-27T00:00:00Z,6/30/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P160408,0,"420,000,000","599,550,000",Active,L,Y,IPF,"{'cdata!': 'The development objective of Maharashtra Project on Climate Resilient Agriculture Project for India is to enhance climate‐resilience and profitability of smallholder farming systems in selected districts of Maharashtra. This project has four components. 1) The first component, Promoting Climate‐resilient Agricultural Systems, aims to strengthen the adaptive capacity of smallholder farmers to adjust and modify their production systems to moderate potential future impacts from climate events. 2) The second component, Post‐harvest Management and Value Chain Promotion, aims to support the participation of smallholder farmers in Farmer Producer Organizations (FPOs) and integration of these FPOs in value chains for crops relevant to the climate agenda, and to strengthen the supply chain for climate‐resilient crop varieties in the project area. 3) The third component, Institutional Development, Knowledge and Policies for a Climate resilient Agriculture, aims to enhance the transformative capacity of institutions and stakeholders to promote and pursue a more climate resilient agriculture, with sector strategies and policies based on strong analytical underpinnings and cutting‐edge climate, water and crop modelling. 4) The fourth component, Project Management, covers the activities of the Project Management Unit (PMU) set up by the GoM during the project preparation phase.'}"
